sample_id,label,label_id,image_path,source_image,points
187,not_free_parking_space,1,images/not_free_parking_space/slot_00187.jpg,images/13.png,"65.40,44.90|120.29,43.92|122.84,161.09|70.30,161.10"
188,not_free_parking_space,1,images/not_free_parking_space/slot_00188.jpg,images/13.png,"0.00,39.68|59.78,38.71|60.00,161.10|0.00,164.50|0.00,90.39"
189,not_free_parking_space,1,images/not_free_parking_space/slot_00189.jpg,images/13.png,"202.30,363.60|266.89,362.24|269.44,479.41|203.20,480.20"
190,not_free_parking_space,1,images/not_free_parking_space/slot_00190.jpg,images/13.png,"1137.86,371.93|1198.56,371.73|1201.10,495.60|1139.96,496.09"
191,not_free_parking_space,1,images/not_free_parking_space/slot_00191.jpg,images/13.png,"1067.43,371.67|1128.13,371.47|1130.14,495.32|1070.90,495.30"
192,not_free_parking_space,1,images/not_free_parking_space/slot_00192.jpg,images/13.png,"997.11,371.72|1057.81,371.52|1059.81,495.38|999.21,495.88"
193,not_free_parking_space,1,images/not_free_parking_space/slot_00193.jpg,images/13.png,"926.17,372.24|986.87,372.04|988.88,495.90|928.28,496.40"
194,not_free_parking_space,1,images/not_free_parking_space/slot_00194.jpg,images/14.png,"1589.60,617.70|1891.35,621.39|1920.00,921.14|1919.78,1079.53|1624.81,1080.00"
195,not_free_parking_space,1,images/not_free_parking_space/slot_00195.jpg,images/14.png,"1281.60,618.00|1584.40,618.30|1622.55,1080.00|1306.87,1080.00"
196,not_free_parking_space,1,images/not_free_parking_space/slot_00196.jpg,images/14.png,"979.70,620.37|1275.20,617.30|1304.30,1080.00|1285.09,1080.00|988.55,1078.92"
197,not_free_parking_space,1,images/not_free_parking_space/slot_00197.jpg,images/14.png,"660.40,620.20|968.10,617.10|985.00,1079.90|669.25,1078.75"
198,not_free_parking_space,1,images/not_free_parking_space/slot_00198.jpg,images/14.png,"344.89,616.59|655.70,617.00|666.58,1080.00|339.90,1080.00"
199,not_free_parking_space,1,images/not_free_parking_space/slot_00199.jpg,images/14.png,"15.71,612.66|336.83,615.37|337.41,1080.00|8.32,1080.00"
200,free_parking_space,0,images/free_parking_space/slot_00200.jpg,images/15.png,"641.68,190.79|728.28,190.79|753.94,317.72|656.80,320.01"
201,not_free_parking_space,1,images/not_free_parking_space/slot_00201.jpg,images/15.png,"452.43,188.96|540.87,188.96|545.45,320.01|446.02,321.38"
202,not_free_parking_space,1,images/not_free_parking_space/slot_00202.jpg,images/15.png,"355.30,187.60|445.56,188.50|443.27,321.84|342.00,320.47"
203,free_parking_space,0,images/free_parking_space/slot_00203.jpg,images/15.png,"259.52,188.04|350.71,188.04|336.96,319.55|238.45,320.01"
204,not_free_parking_space,1,images/not_free_parking_space/slot_00204.jpg,images/15.png,"165.13,187.13|255.86,188.04|231.11,319.55|128.93,323.22"
205,not_free_parking_space,1,images/not_free_parking_space/slot_00205.jpg,images/15.png,"24.90,321.40|124.81,320.92|158.72,186.67|67.99,185.75"
206,not_free_parking_space,1,images/not_free_parking_space/slot_00206.jpg,images/15.png,"966.55,82.65|1053.15,83.11|1095.77,189.42|1008.25,187.58"
207,not_free_parking_space,1,images/not_free_parking_space/slot_00207.jpg,images/15.png,"883.61,83.11|958.76,79.90|1005.04,186.21|916.60,186.67"
208,not_free_parking_space,1,images/not_free_parking_space/slot_00208.jpg,images/15.png,"800.22,81.74|875.82,79.90|914.77,187.13|826.79,184.83"
209,not_free_parking_space,1,images/not_free_parking_space/slot_00209.jpg,images/15.png,"713.80,79.72|791.24,79.26|821.94,186.48|735.33,187.40"
210,free_parking_space,0,images/free_parking_space/slot_00210.jpg,images/15.png,"627.20,80.20|706.47,78.80|730.29,186.03|640.50,184.70"
211,not_free_parking_space,1,images/not_free_parking_space/slot_00211.jpg,images/15.png,"77.29,516.63|193.31,517.18|158.88,732.00|81.64,732.00|25.61,731.07"
212,not_free_parking_space,1,images/not_free_parking_space/slot_00212.jpg,images/15.png,"202.93,518.88|314.56,516.68|293.13,732.00|266.03,732.00|162.79,731.13"
213,not_free_parking_space,1,images/not_free_parking_space/slot_00213.jpg,images/15.png,"321.15,519.43|437.72,518.88|429.55,732.00|319.61,732.00|300.81,731.68"
214,free_parking_space,0,images/free_parking_space/slot_00214.jpg,images/15.png,"442.67,519.98|555.39,517.23|565.67,732.00|438.28,732.00"
215,not_free_parking_space,1,images/not_free_parking_space/slot_00215.jpg,images/15.png,"560.90,517.20|676.90,517.20|702.21,730.03|575.19,731.13"
216,not_free_parking_space,1,images/not_free_parking_space/slot_00216.jpg,images/15.png,"681.31,518.33|794.03,516.68|834.58,732.00|708.02,732.00"
217,not_free_parking_space,1,images/not_free_parking_space/slot_00217.jpg,images/15.png,"799.53,516.13|909.50,517.23|969.55,732.00|842.70,732.00"
218,not_free_parking_space,1,images/not_free_parking_space/slot_00218.jpg,images/15.png,"916.10,517.23|1025.52,515.58|1100.00,721.95|1100.00,732.00|972.34,732.00"
219,not_free_parking_space,1,images/not_free_parking_space/slot_00219.jpg,images/15.png,"16.53,73.17|100.39,73.17|64.19,182.68|0.00,184.91|0.00,174.01"
220,not_free_parking_space,1,images/not_free_parking_space/slot_00220.jpg,images/15.png,"71.52,181.76|161.33,182.68|186.99,75.00|105.43,71.79"
221,not_free_parking_space,1,images/not_free_parking_space/slot_00221.jpg,images/15.png,"166.83,181.76|256.18,183.14|276.80,73.63|192.95,75.00"
222,free_parking_space,0,images/free_parking_space/slot_00222.jpg,images/15.png,"282.39,76.19|364.41,76.65|351.12,186.16|260.39,183.87"
223,not_free_parking_space,1,images/not_free_parking_space/slot_00223.jpg,images/15.png,"368.30,77.40|449.87,77.89|445.74,185.11|357.77,183.74"
224,free_parking_space,0,images/free_parking_space/slot_00224.jpg,images/15.png,"453.99,76.97|536.01,76.51|542.00,184.70|453.07,183.74"
225,free_parking_space,0,images/free_parking_space/slot_00225.jpg,images/15.png,"542.90,78.80|621.20,78.30|634.50,185.60|546.09,185.57"
226,free_parking_space,0,images/free_parking_space/slot_00226.jpg,images/15.png,"0.00,188.22|59.43,187.84|17.81,323.40|0.00,321.79"
227,free_parking_space,0,images/free_parking_space/slot_00227.jpg,images/15.png,"1017.00,191.70|1095.31,191.71|1100.00,201.96|1100.00,320.65|1063.69,320.47"
228,not_free_parking_space,1,images/not_free_parking_space/slot_00228.jpg,images/15.png,"921.20,192.20|1007.79,191.25|1058.19,320.47|963.80,319.55"
229,not_free_parking_space,1,images/not_free_parking_space/slot_00229.jpg,images/15.png,"828.60,190.80|913.40,190.79|958.30,318.63|860.24,320.47"
230,free_parking_space,0,images/free_parking_space/slot_00230.jpg,images/15.png,"733.78,192.17|819.92,190.79|858.41,319.55|760.35,320.47"
231,free_parking_space,0,images/free_parking_space/slot_00231.jpg,images/15.png,"546.83,190.33|635.72,190.33|651.30,320.47|553.24,321.84"
232,not_free_parking_space,1,images/not_free_parking_space/slot_00232.jpg,images/17.png,"484.42,0.00|485.20,136.50|248.85,136.91|249.65,0.70|386.35,0.00"
233,not_free_parking_space,1,images/not_free_parking_space/slot_00233.jpg,images/17.png,"250.93,144.97|485.54,143.53|484.09,293.04|249.01,293.04"
234,free_parking_space,0,images/free_parking_space/slot_00234.jpg,images/17.png,"250.40,298.30|486.98,299.77|485.06,407.94|250.93,407.46"
235,not_free_parking_space,1,images/not_free_parking_space/slot_00235.jpg,images/17.png,"250.40,413.20|483.13,415.63|484.57,522.36|251.41,521.88"
236,not_free_parking_space,1,images/not_free_parking_space/slot_00236.jpg,images/17.png,"251.41,529.09|485.06,530.05|484.57,639.18|252.85,636.78"
237,not_free_parking_space,1,images/not_free_parking_space/slot_00237.jpg,images/17.png,"249.90,641.08|487.30,642.20|487.70,756.60|249.60,753.30"
238,not_free_parking_space,1,images/not_free_parking_space/slot_00238.jpg,images/17.png,"499.46,644.71|736.87,645.83|737.27,760.23|499.17,756.93"
239,not_free_parking_space,1,images/not_free_parking_space/slot_00239.jpg,images/17.png,"499.06,528.13|736.46,529.25|736.86,643.65|498.76,640.35"
240,not_free_parking_space,1,images/not_free_parking_space/slot_00240.jpg,images/17.png,"499.06,411.95|736.46,413.07|736.86,527.47|498.76,524.17"
241,not_free_parking_space,1,images/not_free_parking_space/slot_00241.jpg,images/17.png,"497.06,295.77|734.46,296.89|734.86,411.29|496.76,407.99"
242,not_free_parking_space,1,images/not_free_parking_space/slot_00242.jpg,images/17.png,"733.50,0.00|734.90,137.20|500.00,138.30|499.90,0.00"
243,not_free_parking_space,1,images/not_free_parking_space/slot_00243.jpg,images/17.png,"733.90,140.51|734.00,295.70|499.70,295.00|500.31,140.51"
244,not_free_parking_space,1,images/not_free_parking_space/slot_00244.jpg,images/18.png,"393.50,318.67|466.40,319.20|471.40,488.60|397.45,488.47"
245,not_free_parking_space,1,images/not_free_parking_space/slot_00245.jpg,images/18.png,"576.33,317.76|665.33,318.26|672.60,488.10|582.70,487.60"
246,not_free_parking_space,1,images/not_free_parking_space/slot_00246.jpg,images/18.png,"668.26,318.40|770.90,319.10|780.00,487.50|675.70,487.20"
247,not_free_parking_space,1,images/not_free_parking_space/slot_00247.jpg,images/18.png,"501.20,318.40|573.57,317.88|580.84,487.71|506.80,487.70"
248,not_free_parking_space,1,images/not_free_parking_space/slot_00248.jpg,images/18.png,"774.07,319.12|876.71,319.82|885.81,488.22|781.51,487.92"
249,not_free_parking_space,1,images/not_free_parking_space/slot_00249.jpg,images/18.png,"782.57,490.80|885.21,491.49|893.83,651.00|789.64,651.00"
250,not_free_parking_space,1,images/not_free_parking_space/slot_00250.jpg,images/18.png,"676.15,489.72|778.79,490.42|787.47,651.00|683.26,651.00"
251,not_free_parking_space,1,images/not_free_parking_space/slot_00251.jpg,images/18.png,"582.90,489.80|672.73,490.06|681.43,651.00|590.10,651.00"
252,not_free_parking_space,1,images/not_free_parking_space/slot_00252.jpg,images/18.png,"507.91,490.23|580.28,489.71|587.19,651.00|513.23,651.00"
253,not_free_parking_space,1,images/not_free_parking_space/slot_00253.jpg,images/18.png,"398.50,489.83|471.40,490.37|476.14,651.00|402.25,651.00"
254,not_free_parking_space,1,images/not_free_parking_space/slot_00254.jpg,images/18.png,"305.97,489.65|394.97,490.15|400.23,651.00|309.72,651.00"
255,not_free_parking_space,1,images/not_free_parking_space/slot_00255.jpg,images/18.png,"212.51,489.05|301.51,489.55|306.78,651.00|216.27,651.00"
256,not_free_parking_space,1,images/not_free_parking_space/slot_00256.jpg,images/18.png,"24.30,488.30|116.10,488.70|119.89,651.00|27.10,651.00"
257,not_free_parking_space,1,images/not_free_parking_space/slot_00257.jpg,images/18.png,"119.35,489.35|208.35,489.85|213.61,651.00|123.10,651.00"
258,not_free_parking_space,1,images/not_free_parking_space/slot_00258.jpg,images/18.png,"18.88,7.68|111.59,9.04|113.97,178.83|21.94,178.15"
259,not_free_parking_space,1,images/not_free_parking_space/slot_00259.jpg,images/18.png,"112.69,8.41|201.30,10.00|204.20,179.60|115.75,178.88"
260,not_free_parking_space,1,images/not_free_parking_space/slot_00260.jpg,images/18.png,"204.25,8.68|292.86,10.27|295.76,179.87|207.31,179.15"
261,not_free_parking_space,1,images/not_free_parking_space/slot_00261.jpg,images/18.png,"295.62,9.75|384.23,11.35|387.13,180.95|298.68,180.23"
262,not_free_parking_space,1,images/not_free_parking_space/slot_00262.jpg,images/18.png,"384.84,10.47|457.10,12.30|461.20,181.50|387.90,180.94"
263,not_free_parking_space,1,images/not_free_parking_space/slot_00263.jpg,images/18.png,"490.26,10.90|562.90,11.70|569.50,181.80|495.40,181.40"
264,not_free_parking_space,1,images/not_free_parking_space/slot_00264.jpg,images/18.png,"565.75,11.93|658.70,13.00|668.30,181.00|570.88,182.44"
265,not_free_parking_space,1,images/not_free_parking_space/slot_00265.jpg,images/18.png,"21.68,315.79|114.40,316.60|116.00,486.30|24.30,487.10"
266,free_parking_space,0,images/free_parking_space/slot_00266.jpg,images/18.png,"115.91,316.20|206.10,316.90|208.90,486.70|118.30,486.20"
267,not_free_parking_space,1,images/not_free_parking_space/slot_00267.jpg,images/18.png,"208.13,317.28|298.32,317.98|301.12,487.78|210.52,487.28"
268,not_free_parking_space,1,images/not_free_parking_space/slot_00268.jpg,images/18.png,"301.60,317.80|390.60,318.30|396.15,488.10|305.55,487.60"
269,not_free_parking_space,1,images/not_free_parking_space/slot_00269.jpg,images/19.png,"1509.80,486.67|1615.00,485.30|1622.40,681.90|1515.00,682.50"
270,free_parking_space,0,images/free_parking_space/slot_00270.jpg,images/19.png,"30.92,31.74|132.62,30.09|129.72,220.26|26.78,220.26"
271,not_free_parking_space,1,images/not_free_parking_space/slot_00271.jpg,images/19.png,"136.09,31.53|237.80,29.88|234.90,220.06|131.96,220.06"
272,not_free_parking_space,1,images/not_free_parking_space/slot_00272.jpg,images/19.png,"240.28,30.54|341.60,29.30|341.30,219.10|236.14,219.06"
273,not_free_parking_space,1,images/not_free_parking_space/slot_00273.jpg,images/19.png,"343.00,29.60|447.36,29.23|447.06,219.03|341.90,218.99"
274,not_free_parking_space,1,images/not_free_parking_space/slot_00274.jpg,images/19.png,"448.77,29.00|549.40,29.50|549.60,218.40|447.67,218.40"
275,not_free_parking_space,1,images/not_free_parking_space/slot_00275.jpg,images/19.png,"551.30,29.00|650.70,28.70|652.20,217.60|550.86,217.77"
276,not_free_parking_space,1,images/not_free_parking_space/slot_00276.jpg,images/19.png,"652.68,28.23|752.08,27.93|753.58,216.83|652.24,217.00"
277,not_free_parking_space,1,images/not_free_parking_space/slot_00277.jpg,images/19.png,"755.99,27.73|855.39,27.43|856.89,216.33|755.55,216.50"
278,not_free_parking_space,1,images/not_free_parking_space/slot_00278.jpg,images/19.png,"858.72,25.80|958.12,25.50|959.62,214.40|858.28,214.57"
279,not_free_parking_space,1,images/not_free_parking_space/slot_00279.jpg,images/19.png,"961.39,25.46|1060.79,25.16|1062.29,214.06|960.95,214.23"
280,not_free_parking_space,1,images/not_free_parking_space/slot_00280.jpg,images/19.png,"1062.40,24.70|1164.90,23.40|1166.71,211.25|1065.37,211.42"
281,not_free_parking_space,1,images/not_free_parking_space/slot_00281.jpg,images/19.png,"1168.30,23.60|1271.50,21.70|1275.40,211.00|1169.06,211.21"
282,not_free_parking_space,1,images/not_free_parking_space/slot_00282.jpg,images/19.png,"1273.50,21.60|1380.50,20.30|1384.40,209.00|1276.30,209.20"
283,not_free_parking_space,1,images/not_free_parking_space/slot_00283.jpg,images/19.png,"1382.79,20.60|1489.79,19.30|1495.10,208.00|1385.59,208.21"
284,not_free_parking_space,1,images/not_free_parking_space/slot_00284.jpg,images/19.png,"1491.50,18.90|1595.30,18.20|1604.15,208.32|1496.05,208.53"
285,not_free_parking_space,1,images/not_free_parking_space/slot_00285.jpg,images/19.png,"1596.90,18.70|1716.10,17.70|1724.90,207.10|1605.35,208.43"
286,free_parking_space,0,images/free_parking_space/slot_00286.jpg,images/19.png,"18.75,497.76|125.75,496.46|121.40,692.10|16.70,692.30"
287,not_free_parking_space,1,images/not_free_parking_space/slot_00287.jpg,images/19.png,"127.31,497.15|230.00,496.30|227.20,692.20|125.25,691.69"
288,not_free_parking_space,1,images/not_free_parking_space/slot_00288.jpg,images/19.png,"231.16,496.00|338.16,494.70|333.81,690.34|229.11,690.54"
289,not_free_parking_space,1,images/not_free_parking_space/slot_00289.jpg,images/19.png,"338.55,494.55|443.50,493.20|441.19,688.88|336.49,689.08"
290,not_free_parking_space,1,images/not_free_parking_space/slot_00290.jpg,images/19.png,"444.50,493.50|547.70,491.50|545.40,688.50|444.40,687.81"
291,not_free_parking_space,1,images/not_free_parking_space/slot_00291.jpg,images/19.png,"549.10,491.40|654.20,491.30|651.78,687.93|547.08,688.13"
292,not_free_parking_space,1,images/not_free_parking_space/slot_00292.jpg,images/19.png,"655.10,490.30|755.60,489.40|756.80,684.50|653.54,686.63"
293,not_free_parking_space,1,images/not_free_parking_space/slot_00293.jpg,images/19.png,"757.70,488.70|860.44,487.83|861.64,682.93|758.38,685.06"
294,not_free_parking_space,1,images/not_free_parking_space/slot_00294.jpg,images/19.png,"861.30,487.80|963.30,486.40|968.70,682.10|863.43,683.28"
295,not_free_parking_space,1,images/not_free_parking_space/slot_00295.jpg,images/19.png,"967.39,487.45|1069.39,486.05|1074.79,681.75|969.52,682.93"
296,not_free_parking_space,1,images/not_free_parking_space/slot_00296.jpg,images/19.png,"1072.00,486.10|1177.81,486.63|1183.21,682.33|1077.93,683.50"
297,not_free_parking_space,1,images/not_free_parking_space/slot_00297.jpg,images/19.png,"1179.50,487.70|1284.00,487.20|1291.60,684.00|1185.77,682.43"
298,not_free_parking_space,1,images/not_free_parking_space/slot_00298.jpg,images/19.png,"1286.80,487.40|1395.10,488.00|1403.00,683.94|1295.00,684.30"
299,free_parking_space,0,images/free_parking_space/slot_00299.jpg,images/19.png,"1399.00,487.50|1506.50,487.00|1512.50,682.70|1405.51,683.92"
300,free_parking_space,0,images/free_parking_space/slot_00300.jpg,images/19.png,"1617.10,486.10|1739.00,484.20|1744.40,679.40|1624.60,681.10"
301,not_free_parking_space,1,images/not_free_parking_space/slot_00301.jpg,images/2.png,"1337.85,237.85|1337.23,416.95|1728.27,418.81|1730.13,234.13"
302,not_free_parking_space,1,images/not_free_parking_space/slot_00302.jpg,images/2.png,"1337.23,423.14|1338.47,612.78|1729.51,613.40|1728.89,424.38"
303,not_free_parking_space,1,images/not_free_parking_space/slot_00303.jpg,images/2.png,"1337.85,617.74|1337.85,805.51|1731.37,805.51|1731.99,616.50"
304,not_free_parking_space,1,images/not_free_parking_space/slot_00304.jpg,images/2.png,"1337.85,809.85|1337.23,985.23|1736.33,987.09|1731.37,809.85"
305,free_parking_space,0,images/free_parking_space/slot_00305.jpg,images/2.png,"918.30,232.89|919.54,410.13|1318.64,413.85|1318.64,230.41"
306,not_free_parking_space,1,images/not_free_parking_space/slot_00306.jpg,images/2.png,"387.82,32.10|389.06,226.07|6.07,224.83|4.21,32.72"
307,not_free_parking_space,1,images/not_free_parking_space/slot_00307.jpg,images/2.png,"387.41,229.38|389.47,414.78|5.76,412.71|4.21,228.35"
308,not_free_parking_space,1,images/not_free_parking_space/slot_00308.jpg,images/2.png,"388.44,421.49|387.41,604.82|5.25,602.24|5.76,415.81"
309,not_free_parking_space,1,images/not_free_parking_space/slot_00309.jpg,images/2.png,"387.61,610.14|387.61,793.48|5.45,789.19|5.04,605.39"
310,not_free_parking_space,1,images/not_free_parking_space/slot_00310.jpg,images/2.png,"386.72,797.71|389.30,986.21|2.41,981.47|5.42,793.41"
311,not_free_parking_space,1,images/not_free_parking_space/slot_00311.jpg,images/2.png,"1319.26,3.59|1320.50,226.07|918.30,229.17|916.44,4.21"
312,not_free_parking_space,1,images/not_free_parking_space/slot_00312.jpg,images/2.png,"1319.01,418.43|1318.26,610.30|918.92,606.58|918.17,416.20"
313,not_free_parking_space,1,images/not_free_parking_space/slot_00313.jpg,images/2.png,"1318.26,616.25|1319.01,799.93|919.66,797.70|918.92,612.53"
314,not_free_parking_space,1,images/not_free_parking_space/slot_00314.jpg,images/2.png,"1317.52,805.88|1320.49,985.85|919.66,985.10|920.41,802.91"
315,not_free_parking_space,1,images/not_free_parking_space/slot_00315.jpg,images/2.png,"1338.15,5.82|1338.15,229.65|1729.86,229.65|1729.86,3.15"
316,not_free_parking_space,1,images/not_free_parking_space/slot_00316.jpg,images/20.png,"1109.30,126.70|1102.80,325.30|1194.80,325.46|1198.70,128.40"
317,not_free_parking_space,1,images/not_free_parking_space/slot_00317.jpg,images/20.png,"15.90,326.50|23.40,514.60|106.10,515.20|102.70,326.50"
318,not_free_parking_space,1,images/not_free_parking_space/slot_00318.jpg,images/20.png,"105.20,327.67|109.20,517.50|193.70,517.00|192.00,327.67"
319,not_free_parking_space,1,images/not_free_parking_space/slot_00319.jpg,images/20.png,"194.31,326.88|197.60,516.60|283.40,515.40|278.70,326.90"
320,not_free_parking_space,1,images/not_free_parking_space/slot_00320.jpg,images/20.png,"281.22,325.65|286.50,517.00|372.70,515.40|368.02,325.65"
321,not_free_parking_space,1,images/not_free_parking_space/slot_00321.jpg,images/20.png,"463.18,327.29|465.60,514.50|552.70,514.20|549.99,327.29"
322,not_free_parking_space,1,images/not_free_parking_space/slot_00322.jpg,images/20.png,"552.54,328.51|555.40,516.60|644.10,516.20|639.34,328.51"
323,not_free_parking_space,1,images/not_free_parking_space/slot_00323.jpg,images/20.png,"737.05,329.31|737.20,517.40|826.10,516.80|823.85,329.31"
324,not_free_parking_space,1,images/not_free_parking_space/slot_00324.jpg,images/20.png,"826.81,328.63|829.70,516.80|916.20,516.50|913.61,328.63"
325,not_free_parking_space,1,images/not_free_parking_space/slot_00325.jpg,images/20.png,"916.90,328.83|919.70,517.70|1006.80,518.20|1007.00,328.80"
326,not_free_parking_space,1,images/not_free_parking_space/slot_00326.jpg,images/20.png,"1009.93,328.02|1012.80,517.30|1099.40,516.50|1099.60,328.00"
327,not_free_parking_space,1,images/not_free_parking_space/slot_00327.jpg,images/20.png,"1101.83,327.03|1104.70,516.31|1191.30,515.51|1191.50,327.01"
328,free_parking_space,0,images/free_parking_space/slot_00328.jpg,images/20.png,"99.49,126.19|102.33,324.87|191.27,325.28|186.29,126.19"
329,free_parking_space,0,images/free_parking_space/slot_00329.jpg,images/20.png,"189.24,126.69|192.08,325.37|278.30,325.40|276.04,126.69"
330,free_parking_space,0,images/free_parking_space/slot_00330.jpg,images/20.png,"278.18,126.19|281.02,324.87|367.24,324.90|364.98,126.19"
331,free_parking_space,0,images/free_parking_space/slot_00331.jpg,images/20.png,"734.56,128.40|737.40,327.08|823.62,327.12|824.90,128.40"
332,free_parking_space,0,images/free_parking_space/slot_00332.jpg,images/20.png,"829.03,129.11|829.10,327.10|913.90,326.40|915.84,129.11"
333,free_parking_space,0,images/free_parking_space/slot_00333.jpg,images/20.png,"918.60,129.80|916.20,326.00|1005.50,325.70|1011.20,129.10"
334,free_parking_space,0,images/free_parking_space/slot_00334.jpg,images/20.png,"372.20,330.70|377.10,514.40|462.90,514.70|457.60,330.70"
335,free_parking_space,0,images/free_parking_space/slot_00335.jpg,images/20.png,"644.32,328.63|647.90,515.30|732.60,517.10|731.12,328.63"
336,not_free_parking_space,1,images/not_free_parking_space/slot_00336.jpg,images/20.png,"9.64,128.32|96.60,127.73|100.71,324.55|16.11,323.38"
337,not_free_parking_space,1,images/not_free_parking_space/slot_00337.jpg,images/20.png,"369.58,124.98|372.42,323.66|458.64,323.69|456.38,124.98"
338,not_free_parking_space,1,images/not_free_parking_space/slot_00338.jpg,images/20.png,"460.06,126.16|462.90,324.84|549.12,324.87|546.86,126.16"
339,not_free_parking_space,1,images/not_free_parking_space/slot_00339.jpg,images/20.png,"551.71,127.33|554.55,326.01|640.77,326.05|641.40,127.30"
340,not_free_parking_space,1,images/not_free_parking_space/slot_00340.jpg,images/20.png,"645.10,126.70|645.03,325.42|731.25,325.46|730.20,126.70"
341,not_free_parking_space,1,images/not_free_parking_space/slot_00341.jpg,images/20.png,"1013.10,129.30|1010.20,325.40|1100.80,325.50|1106.50,129.00"
342,not_free_parking_space,1,images/not_free_parking_space/slot_00342.jpg,images/21.png,"821.70,406.10|947.30,439.00|878.10,685.10|750.80,646.30"
343,free_parking_space,0,images/free_parking_space/slot_00343.jpg,images/21.png,"699.30,368.60|820.50,406.10|749.40,645.70|623.58,603.31"
344,not_free_parking_space,1,images/not_free_parking_space/slot_00344.jpg,images/21.png,"949.30,440.80|1071.30,476.80|1004.70,720.90|881.90,686.70"
345,not_free_parking_space,1,images/not_free_parking_space/slot_00345.jpg,images/21.png,"576.50,331.40|697.10,368.40|621.70,603.10|496.40,565.40"
346,not_free_parking_space,1,images/not_free_parking_space/slot_00346.jpg,images/21.png,"455.40,296.00|574.49,331.12|494.40,564.30|372.50,525.70"
347,not_free_parking_space,1,images/not_free_parking_space/slot_00347.jpg,images/21.png,"336.70,259.30|453.40,295.20|371.60,524.90|251.10,487.00"
348,not_free_parking_space,1,images/not_free_parking_space/slot_00348.jpg,images/21.png,"219.00,221.90|130.50,447.20|249.20,486.20|334.80,259.00"
349,not_free_parking_space,1,images/not_free_parking_space/slot_00349.jpg,images/21.png,"103.58,186.13|217.87,221.87|128.59,446.56|7.56,408.31"
350,not_free_parking_space,1,images/not_free_parking_space/slot_00350.jpg,images/22.png,"265.80,115.10|342.20,113.90|341.40,0.20|267.20,0.00"
351,not_free_parking_space,1,images/not_free_parking_space/slot_00351.jpg,images/22.png,"194.20,116.70|264.70,114.80|265.90,0.30|195.30,2.10"
352,not_free_parking_space,1,images/not_free_parking_space/slot_00352.jpg,images/22.png,"119.90,118.40|193.20,116.80|193.00,0.70|125.61,0.11|125.61,0.11|124.40,0.10"
353,not_free_parking_space,1,images/not_free_parking_space/slot_00353.jpg,images/22.png,"53.30,120.80|118.10,118.70|122.50,0.60|55.70,0.00|55.70,0.00|55.70,0.00"
354,not_free_parking_space,1,images/not_free_parking_space/slot_00354.jpg,images/22.png,"52.10,121.00|0.00,121.06|0.00,0.00|55.08,0.00"
355,not_free_parking_space,1,images/not_free_parking_space/slot_00355.jpg,images/22.png,"342.80,113.70|419.20,113.30|420.10,0.00|368.81,0.00|343.50,0.00"
356,not_free_parking_space,1,images/not_free_parking_space/slot_00356.jpg,images/22.png,"420.75,113.95|497.15,113.55|498.05,0.25|446.76,0.25|421.45,0.25"
357,not_free_parking_space,1,images/not_free_parking_space/slot_00357.jpg,images/22.png,"498.38,113.95|577.50,112.70|573.60,0.00|524.39,0.25|499.08,0.25"
358,not_free_parking_space,1,images/not_free_parking_space/slot_00358.jpg,images/22.png,"578.90,112.80|650.60,112.50|645.30,0.00|574.90,0.10"
359,not_free_parking_space,1,images/not_free_parking_space/slot_00359.jpg,images/22.png,"651.80,112.20|720.10,113.10|716.90,0.60|646.50,0.70"
360,not_free_parking_space,1,images/not_free_parking_space/slot_00360.jpg,images/22.png,"721.30,112.90|788.70,113.70|787.70,0.20|717.60,0.60"
361,not_free_parking_space,1,images/not_free_parking_space/slot_00361.jpg,images/22.png,"790.10,113.60|851.60,114.20|852.00,0.00|789.28,0.00"
362,not_free_parking_space,1,images/not_free_parking_space/slot_00362.jpg,images/22.png,"724.87,298.12|791.84,297.08|788.94,434.98|724.24,438.92"
363,not_free_parking_space,1,images/not_free_parking_space/slot_00363.jpg,images/22.png,"51.79,300.50|57.77,446.51|0.00,444.89|0.00,299.98"
364,not_free_parking_space,1,images/not_free_parking_space/slot_00364.jpg,images/22.png,"53.60,300.70|119.20,300.90|124.40,449.20|58.60,446.40"
365,not_free_parking_space,1,images/not_free_parking_space/slot_00365.jpg,images/22.png,"120.60,301.10|192.90,301.80|197.10,451.20|126.07,449.40"
366,not_free_parking_space,1,images/not_free_parking_space/slot_00366.jpg,images/22.png,"195.30,301.80|267.60,301.00|271.60,451.60|200.00,451.10"
367,not_free_parking_space,1,images/not_free_parking_space/slot_00367.jpg,images/22.png,"269.00,301.10|344.10,300.30|347.10,451.40|273.30,451.40"
368,free_parking_space,0,images/free_parking_space/slot_00368.jpg,images/22.png,"345.20,301.00|422.90,300.50|425.10,451.00|348.70,451.20"
369,not_free_parking_space,1,images/not_free_parking_space/slot_00369.jpg,images/22.png,"424.90,300.00|500.10,299.10|501.20,450.20|426.70,450.80"
370,not_free_parking_space,1,images/not_free_parking_space/slot_00370.jpg,images/22.png,"502.30,299.98|577.81,300.40|578.60,446.90|504.10,450.00"
371,not_free_parking_space,1,images/not_free_parking_space/slot_00371.jpg,images/22.png,"578.98,300.34|652.40,299.00|651.70,445.10|580.80,446.40"
372,not_free_parking_space,1,images/not_free_parking_space/slot_00372.jpg,images/22.png,"654.62,298.00|723.30,297.70|723.70,439.90|655.00,444.50"
